Date	Workout	HeroWod
20060607	"""linda""10-9-8-7-6-5-4-3-2-1 reps of the triplet:deadlift: 1 1/2 body weight bench press: body weight clean: 3/4 body weightset up three bars and storm through for time."	true
20060606	five rounds for time of: row 500 meters 15 knees to elbows 15 back extensions	false
20060605	rest day	false
20060604	three rounds, 21-15- and 9 reps, for time of: 135 pound push press 45 pound weighted pull-ups	false
20060603	back squat 1-1-1-1-1-1-1 reps	false
20060602	for time: 50 box jump, 24 inch box 50 jumping pull-ups 50 kettlebell swings, 1 pood walking lunge, 50 steps 50 knees to elbows 50 push press, 45 pounds 50 back extensions 50 wall ball shots, 20 pound ball 50 burpees 50 double unders	false
20060601	rest day	false
20060731	rest day	false
20060730	"""elizabeth""21-15-9 reps of: clean 135 pounds ring dips"	true
20060728	"""candy"" five rounds for time of: 20 pull-ups 40 push-ups 60 squatsor""maggie"" five rounds for time of: 20  handstand push-ups 40 pull-ups 60 one legged squats, alternating legs"	true
20060727	rest day  enlarge imageteam peleliutraining seminar, july 2006, crossfit san diego [video]pop quiz	false
20060726	run 10 k	false
20060725	with a continuously running clock do one pull-up the first minute, two pull-ups the second minute, three pull-ups the third minute... continuing as long as you are able.use as many sets each minute as needed.	false
20060725	with a continuously running clock do one pull-up the first minute, two pull-ups the second minute, three pull-ups the third minute... continuing as long as you are able.use as many sets each minute as needed.	false
20060724	thruster 3-2-2-2-1-1-1-1-1 reps	false
20060723	rest day	false
20060722	for time: row 500 meters body weight bench press, 30 reps row 1000 meters body weight bench press, 20 reps row 2000 meters body weight bench press, 10 reps	false
20060721	complete as many rounds in 20 minutes as you can of: walking lunge, carrying 25 pound dumbbells, 10 steps weighted pull-ups, with 25 pound dumbbell, 10 reps	false
20060719	rest day	false
20060718	run 5k	false
20060716	"""fran""three rounds, 21-15- and 9 reps, for time of: 95 pound thruster pull-ups"	true
20060715	rest day	false
20060714	for time: run 800 meters 100 sit-ups 100 back extensions run 800 meters	false
20060713	"""linda""10-9-8-7-6-5-4-3-2-1 reps of the triplet:deadlift: 1 1/2 body weight bench press: body weight clean: 3/4 body weightset up three bars and storm through for time."	true
20060712	"""cindy"" complete as many rounds in 20 minutes as you can of: 5 pull-ups 10 push-ups 15 squatsor""mary"" complete as many rounds in 20 minutes as you can of: 5 handstand push-ups 10 one legged squats, alternating 15 pull-ups"	true
20060711	rest day	false
20060710	front squat 3-3-3-3-3 reps	false
20060709	five rounds for time of: 25 wall ball shots, 20 pound ball 7 muscle-ups	false
20060708	"""lynne""five rounds for max reps of: body weight bench press pull-ups"	true
20060707	rest day	false
20060704	21-15 and 9 reps of 135 pound clean and jerk pull-ups	false
20060703	rest day	false
20060702	for time: 25 walking lunge steps 20 pull-ups 50 box jumps, 20 inch box 20 double-unders 25 ring dips 20 knees to elbows 30 kettlebell swings, 2 pood 30 sit-ups 20 hang squat cleans, 35 pound dumbells 25 back extensions 30 wall ball shots, 20 pound ball 3 rope climb ascents	false
20060828	rest day	false
20060827	push jerk 3-2-2-2-1-1-1-1-1 reps	false
20060826	two rounds for time of: 15 ft. rope climb, 3 ascents 1.5 pood kettlebell swings, 21 reps 75 pound stiff legged deadlifts, 21 reps 21 knees to elbows 21 double unders	false
20060825	front squat 3-3-3-3-3 reps	false
20060824	rest day	false
20060823	five rounds for time of: 20 burpees 10 handstand push-ups run 400 meters	false
20060822	deadlift 3-2-2-2-1-1-1-1-1 reps	false
20060821	three rounds for time of: row 1000 meters 20 pull-ups 30 box jumps, 20 inch box	false
20060820	rest day	false
20060816	rest day	false
20060814	complete as many rounds as you can in twenty minutes of:  75 pound sumo deadlift high-pull, 21 reps 12 l-pull-ups	false
20060813	overhead squat 3-3-3-3-3 reps	false
20060812	rest day	false
20060811	"""elizabeth""21-15-9 reps of: clean 135 pounds ring dips"	true
20060809	weighted pull-ups 1-1-1-1-1-1-1 reps	false
20060808	rest day	false
20060806	seven rounds, 21-18-15-12-9-6 - and 3 reps, for time of: body weight bench press pull-ups	false
20060805	"""kelly""five rounds for time of: run 400 meters 30 box jump, 24 inch box 30 wall ball shots, 20 pound ball"	true
20060804	rest day	false
20060803	deadlift 1-1-1-1-1-1-1 reps	false
20060930	back squat 2-2-2-2-2-2-2-2-2-2 reps	false
20060929	rest day	false
20060928	"""michael""three rounds for time of: run 800 meters 50 back extensions 50 sit-ups"	true
20060927	"""cindy"" complete as many rounds in 20 minutes as you can of: 5 pull-ups 10 push-ups 15 squatsor""mary"" complete as many rounds in 20 minutes as you can of: 5 handstand push-ups 10 one legged squats, alternating 15 pull-ups"	true
20060926	"""linda""10-9-8-7-6-5-4-3-2-1 reps of the triplet:deadlift: 1 1/2 body weight bench press: body weight clean: 3/4 body weightset up three bars and storm through for time."	true
20060925	rest day	false
20060924	30 muscle-ups for time	false
20060921	rest day	false
20060920	"""lynne""five rounds for max reps of: body weight bench press pull-ups"	true
20060919	"""tabata something else""complete 32 intervals of 20 seconds of work followed by ten seconds of rest where the first 8 intervals are pull-ups, the second 8 are push-ups, the third 8 intervals are sit-ups, and finally, the last 8 intervals are squats. there is no rest between exercises."	true
20060917	rest day	false
20060917	rest day	false
20060916	"""fight gone bad!""three rounds of: wall-ball, 20 pound ball, 10 ft target (reps) sumo deadlift high-pull, 75 pounds (reps) box jump, 20"" box (reps) push-press, 75 pounds (reps) row (calories)in this workout you move from each of five stations after a minute.the clock does not reset or stop between exercises. this is a five-minute round from which a one-minute break is allowed before repeating. on call of ""rotate"", the athletes must move to next station immediately for best score. one point is given for each rep, except on the rower where each calorie is one point."	true
20060915	run 5k	false
20060913	rest day	false
20060910	for time: 50 box jump, 24 inch box 50 jumping pull-ups 50 kettlebell swings, 1 pood walking lunge, 50 steps 50 knees to elbows 50 push press, 45 pounds 50 back extensions 50 wall ball shots, 20 pound ball 50 burpees 50 double unders	false
20060909	rest day	false
20060908	"""cindy"" complete as many rounds in 20 minutes as you can of: 5 pull-ups 10 push-ups 15 squatsor""mary"" complete as many rounds in 20 minutes as you can of: 5 handstand push-ups 10 one legged squats, alternating 15 pull-ups"	true
20060907	run 10 k	false
20060906	back squat 1-1-1-1-1-1-1 reps	false
20060905	rest day	false
20060904	"""diane""21-15-9 reps of: 225 pound deadlift handstand push-ups"	true
20060901	rest day	false
20061031	rest day	false
20061030	10 rounds for time of: 10 pull-ups 10 ring dips	false
20061028	"""strung-out, backwards, and upside down fran""for time:  run 1200 meters 9 pull-ups 95 pound thruster, 9 reps run 800 meters 15 pull-ups 95 pound thruster, 15 reps run 400 meters 21 pull-ups 95 pound thruster, 21 reps"	true
20061027	rest day	false
20061026	"""diane""21-15-9 reps of: 225 pound deadlift handstand push-ups"	true
20061025	"""cindy"" complete as many rounds in 20 minutes as you can of: 5 pull-ups 10 push-ups 15 squatsor""mary"" complete as many rounds in 20 minutes as you can of: 5 handstand push-ups 10 one legged squats, alternating 15 pull-ups"	true
20061024	"""fran""three rounds, 21-15- and 9 reps, for time of: 95 pound thruster pull-ups"	true
20061023	rest day	false
20061022	five rounds for time of: 135 pound deadlift, 15 reps run 400 meters 15 ghd sit-ups	false
20061021	for time: run 400 meters 21 l-pull-ups 21 handstand push-ups run 400 meters 15 l-pull-ups 15 handstand push-ups run 400 meters 9 l-pull-ups 9 handstand push-ups	false
20061020	front squat 3-3-3-3-3 reps	false
20061019	rest day	false
20061018	"""elizabeth""21-15-9 reps of: clean 135 pounds ring dips"	true
20061017	weighted pull-ups 1-1-1-1-1-1-1 reps	false
20061016	"""diane""21-15-9 reps of: 225 pound deadlift handstand push-ups"	true
20061015	rest day	false
20061014	tabata squatsin twenty seconds, do as many squats as you can,  then rest 10 seconds. repeat this seven more times for a total of 8 intervals, 4 minutes total exercise. the score is the least number of reps for any of the eight intervals.	false
20061013	with a continuously running clock do one pull-up the first minute, two pull-ups the second minute, three pull-ups the third minute... continuing as long as you are able.use as many sets each minute as needed.	false
20061012	"""j.t.""21-15-9 reps of: handstand push-ups ring dips push-ups"	true
20061011	rest day	false
20061010	for time: 20 inch box jump, 50 reps rope climb, 5 ascents 1.5 pood kettlebell swing, 50 reps 50 sit-ups 40 pound dumbbell hang power clean, 50 reps 800 meter run 50 back extensions	false
20061009	"""helen""three rounds for time: run 400 meters 1 1/2 pood kettlebell x 21 swings (or 55 pound dumbbell swing) 12 pull-ups"	true
20061008	push jerk 3-2-2-2-1-1-1-1-1 reps	false
20061007	rest day	false
20061006	"""annie""50-40-30-20 and 10 rep rounds of: double-unders sit-ups"	true
20061003	rest day	false
20061002	deadlift 2-2-2-2-2-2-2-2-2-2 reps	false
20061001	"""nasty girls""3 rounds for time of: 50 squats 7 muscle-ups 95 pound hang power cleans, 10 reps"	true
20061130	"""barbara""five rounds, each for time of: 20 pull-ups 30 push-ups 40 sit-ups 50 squats"	true
20061129	overhead squat 5-5-5-5-5 reps	false
20061128	rest day	false
20061127	back squat 3-3-3-3-3 reps	false
20061126	with a continuously running clock do one pull-up the first minute, two pull-ups the second minute, three pull-ups the third minute... continuing as long as you are able.use as many sets each minute as needed.	false
20061125	"""linda""10-9-8-7-6-5-4-3-2-1 reps of the triplet:deadlift: 1 1/2 body weight bench press: body weight clean: 3/4 body weightset up three bars and storm through for time."	true
20061124	rest day	false
20061123	front squat 3-3-3-3-3 reps	false
20061122	for time: 225 pound deadlift, 15 reps rope climb, 5 ascents 225 pound deadlift, 12 reps rope climb, 4 ascents 225 pound deadlift, 9 reps rope climb, 3 ascents 225 pound deadlift, 6 reps rope climb, 2 ascents 225 pound deadlift, 3 reps rope climb, 1 ascent	false
20061121	complete in twenty minutes as many rounds as you can of: 25 squats  10 strict pull-ups 10 ring dips	false
20061120	rest day	false
20061119	"""helen""three rounds for time: run 400 meters 1 1/2 pood kettlebell x 21 swings (or 55 pound dumbbell swing) 12 pull-ups"	true
20061118	three efforts for time of:  run 800 meters	false
20061117	"""diane""21-15-9 reps of: 225 pound deadlift handstand push-ups"	true
20061116	rest day	false
20061115	run 5k	false
20061114	30 muscle-ups for time	false
20061113	thruster 3-2-2-2-1-1-1-1-1 reps	false
20061112	rest day	false
20061111	seven rounds for time of: 135 pound clean, 10 reps  handstand push-ups, 10 reps	false
20061110	"""lynne""five rounds for max reps of: body weight bench press pull-ups"	true
20061108	rest day	false
20061104	rest day	false
20061101	"""kelly""five rounds for time of: run 400 meters 30 box jump, 24 inch box 30 wall ball shots, 20 pound ball"	true
20061231	"""nancy""five rounds for time of: 400 meter run 95 pound overhead squat, 15 reps"	true
20061230	rest day	false
20061229	hang power clean 3-3-3-3-3-3-3 reps	false
20061228	three rounds for time of: row 1000 meters 45 pound thruster, 50 reps 30 pull-ups	false
20061227	shoulder press 3-3-3-3-3 reps	false
20061226	rest day	false
20061225	for eight intervals, squat for twenty seconds and rest for thirty before starting again.	false
20061224	run 5k	false
20061223	complete as many rounds as you can in twenty minutes of:  10 pull-ups 7 handstand push-ups rope climb, 15 ft 7 ring dips	false
20061222	rest day	false
20061221	"""elizabeth""21-15-9 reps of: clean 135 pounds ring dips"	true
20061220	back squat 3-3-3-3-3 reps	false
20061219	"""fight gone bad!""three rounds of: wall-ball, 20 pound ball, 10 ft target (reps) sumo deadlift high-pull, 75 pounds (reps) box jump, 20"" box (reps) push-press, 75 pounds (reps) row (calories)in this workout you move from each of five stations after a minute.the clock does not reset or stop between exercises. this is a five-minute round from which a one-minute break is allowed before repeating. on call of ""rotate"", the athletes must move to next station immediately for best score. one point is given for each rep, except on the rower where each calorie is one point."	true
20061218	rest day	false
20061217	"""lynne""five rounds for max reps of: body weight bench press pull-ups"	true
20061216	deadlift 5-5-5-5-5 reps	false
20061215	"""cindy"" complete as many rounds in 20 minutes as you can of: 5 pull-ups 10 push-ups 15 squatsor""mary"" complete as many rounds in 20 minutes as you can of: 5 handstand push-ups 10 one legged squats, alternating 15 pull-ups"	true
20061214	rest day	false
20061213	"""michael""three rounds for time of: run 800 meters 50 back extensions 50 sit-ups"	true
20061212	"""crossfit total""back squat, 1 rep shoulder press, 1 rep deadlift, 1 rep"	true
20061211	"""nicole""complete as many rounds in 20 minutes as you can of: run 400 meters max rep pull-ups"	true
20061210	rest day	false
20061209	three rounds for time of: run 400 meters 65 pound snatch, 12 reps 21 pull-ups	false
20061208	hang squat clean 1-1-1-1-1-1-1-1-1-1  reps	false
20061207	for time: 65 pound thrusters, 50 reps 50 pull-ups 65 pound thrusters, 30 reps 30 pull-ups 65 pound thrusters, 20 reps 20 pull-ups	false
20061206	rest day	false
20061205	"""murph""for time: 1 mile run 100 pull-ups 200 push-ups 300 squats 1 mile runpartition the pull-ups, push-ups, and squats as needed. start and finish with a mile run. if you've got a twenty pound vest or body armor, wear it."	true
20061204	for time: 50 box jump, 24 inch box 50 jumping pull-ups 50 kettlebell swings, 1 pood walking lunge, 50 steps 50 knees to elbows 50 push press, 45 pounds 50 back extensions 50 wall ball shots, 20 pound ball 50 burpees 50 double unders	false
20061203	"""crossfit total""back squat, 1 rep shoulder press, 1 rep deadlift, 1 rep"	true
20061202	rest day	false
20061201	run 10 k	false
20070131	rest day	false
20070130	deadlift 1-1-1-1-1-1-1 reps	false
20070129	"""angie""for time: 100 pull-ups 100 push-ups 100 sit-ups 100 squats"	true
20070128	push press 3-3-3-3-3-3-3 reps	false
20070127	rest day	false
20070126	"""elizabeth""21-15-9 reps of: clean 135 pounds ring dips"	true
20070125	complete in as few sets as possible: 95 pound overhead squat, 75 reps	false
20070124	"""diane""21-15-9 reps of: 225 pound deadlift handstand push-ups"	true
20070123	rest day	false
20070122	run 5k	false
20070121	for time: 50 box jump, 24 inch box 50 jumping pull-ups 50 kettlebell swings, 1 pood walking lunge, 50 steps 50 knees to elbows 50 push press, 45 pounds 50 back extensions 50 wall ball shots, 20 pound ball 50 burpees 50 double unders	false
20070120	"""crossfit total""back squat, 1 rep shoulder press, 1 rep deadlift, 1 rep"	true
20070119	rest day	false
20070118	"""cindy"" complete as many rounds in 20 minutes as you can of: 5 pull-ups 10 push-ups 15 squatsor""mary"" complete as many rounds in 20 minutes as you can of: 5 handstand push-ups 10 one legged squats, alternating 15 pull-ups"	true
20070117	clean 1-1-1-1-1-1-1-1-1-1 reps	false
20070116	"""helen""three rounds for time: run 400 meters 1 1/2 pood kettlebell x 21 swings (or 55 pound dumbbell swing) 12 pull-ups"	true
20070115	rest day	false
20070114	front squat 1-1-1-1-1-1-1 reps	false
20070113	for time: row 1000 meters body weight bench press, 30 reps row 1000 meters body weight bench press, 20 reps row 1000 meters body weight bench press, 10 reps	false
20070112	weighted pull-ups 1-1-1-1-1-1-1-1-1-1 repsplacing a dumbbell between the legs above crossed ankles works great.	false
20070111	rest day	false
20070110	complete as many rounds in 20 minutes as you can of: 100 m run  1.5 pood kettlebell swings, 12 reps 10 pull-ups	false
20070109	complete as many rounds in 20 minutes as you can of: 65 pound power snatch, 12 reps 10 push-ups	false
20070108	complete as many rounds in 20 minutes as you can of: 65 pound thruster, 12 reps 10 pull-ups	false
20070107	rest day	false
20070106	deadlift 5-5-5-5-5 reps	false
20070105	shoulder press 5-5-5-5-5 reps	false
20070104	back squat 5-5-5-5-5 reps	false
20070103	rest day	false
20070102	five rounds for time of: 400 meter run 135 pound thruster, 10 reps	false
20070101	five rounds for time of: 400 meter run 225 pound deadlift, 12 reps	false
20070228	rest day	false
20070227	ten sprints for time: run 100 meters	false
20070226	"""josh""for time: 95 pound overhead squat, 21 reps 42 pull-ups 95 pound overhead squat, 15 reps 30 pull-ups 95 pound overhead squat, 9 reps 18 pull-ups"	true
20070225	"""cindy"" complete as many rounds in 20 minutes as you can of: 5 pull-ups 10 push-ups 15 squatsor""mary"" complete as many rounds in 20 minutes as you can of: 5 handstand push-ups 10 one legged squats, alternating 15 pull-ups"	true
20070224	rest day	false
20070223	overhead squat 1-1-1-1-1-1-1 reps	false
20070222	for time: 30 handstand push-ups 10 pull-ups 20 handstand push-ups 20 pull-ups 10 handstand push-ups 30 pull-ups	false
20070221	deadlift 1-1-1-1-1-1-1 reps	false
20070220	rest day	false
20070219	"""barbara""five rounds, each for time of: 20 pull-ups 30 push-ups 40 sit-ups 50 squatsrest precisely three minutes between each round."	true
20070218	three rounds for time of: run 800 meters rest 2 minutes	false
20070217	"""crossfit total""back squat, 1 rep shoulder press, 1 rep deadlift, 1 rep"	true
20070216	rest day	false
20070215	"""linda""10-9-8-7-6-5-4-3-2-1 reps of the triplet:deadlift: 1 1/2 body weight bench press: body weight clean: 3/4 body weightset up three bars and storm through for time."	true
20070214	for time: 15 handstand push-ups 1 l pull-up 13 handstand push-ups 3 l pull-ups 11 handstand push-ups 5 l pull-ups 9 handstand push-ups 7 l pull-ups 7 handstand push-ups 9 l pull-ups 5 handstand push-ups 11 l pull-ups 3 handstand push-ups 13 l pull-ups 1 handstand push-up 15 l pull-ups	false
20070213	"""michael""three rounds for time of: run 800 meters 50 back extensions 50 sit-ups"	true
20070212	rest day	false
20070211	back squat 3-3-3-3-3 reps	false
20070210	for time: 20 inch box jump, 50 reps rope climb, 5 ascents 1.5 pood kettlebell swing, 50 reps 50 sit-ups 40 pound dumbbell hang power clean, 50 reps 800 meter run 50 back extensions	false
20070209	run 10 k	false
20070208	rest day	false
20070207	"""jackie""for time: 1000 meter row 45 pound thruster, 50 reps 30 pull-ups"	true
20070206	4 rounds for time of: 20 pound wallball, 25 shots walking lunges, 100 feet 15 foot rope climb, 3 ascents	false
20070205	back squat 5-5-5-5-5 reps	false
20070204	rest day	false
20070203	30 muscle-ups for time	false
20070202	for time: 225 pound deadlift, 21 reps run 800 meters 225 pound deadlift, 15 reps run 800 meters 225 pound deadlift, 9 reps run 800 meters	false
20070201	"""fran""three rounds, 21-15- and 9 reps, for time of: 95 pound thruster pull-ups"	true
20070331	power clean 1-1-1-1-1-1-1 reps	false
20070330	run 5k	false
20070329	for time: 50 box jump, 24 inch box 50 jumping pull-ups 50 kettlebell swings, 1 pood walking lunge, 50 steps 50 knees to elbows 50 push press, 45 pounds 50 back extensions 50 wall ball shots, 20 pound ball 50 burpees 50 double unders	false
20070328	rest day	false
20070327	front squat 1-1-1-1-1-1-1 reps	false
20070326	"""tabata fight gone bad""complete 40 intervals of 20 seconds of work followed by ten seconds of rest. perform 8 consecutive intervals of each of the following exercises:wall-ball 20 pound ball, 10 ft target. (reps) sumo deadlift high-pull 75 pounds (reps) box jump 20"" box (reps) push-press 75 pounds (reps) row (calories)there is no additional rest between exercises.each exercise is scored by the weakest number of reps (calories on the rower) in each of the eight intervals. the score is the total of the scores from the five stations."	true
20070325	"""michael""three rounds for time of: run 800 meters 50 back extensions 50 sit-ups"	true
20070324	rest day	false
20070323	weighted pull-ups 1-1-1-1-1-1-1 reps	false
20070322	push press 3-3-3-3-3-3-3 reps	false
20070321	"""nasty girls""3 rounds for time of: 50 squats 7 muscle-ups 135 pound hang power cleans, 10 reps"	true
20070320	rest day	false
20070319	four rounds for time: run 400 meters rest 2 minutes	false
20070318	"""cindy"" complete as many rounds in 20 minutes as you can of: 5 pull-ups 10 push-ups 15 squatsor""mary"" complete as many rounds in 20 minutes as you can of: 5 handstand push-ups 10 one legged squats, alternating 15 pull-ups"	true
20070317	"""crossfit total""back squat, 1 rep shoulder press, 1 rep deadlift, 1 rep"	true
20070316	rest day	false
20070315	deadlift 3-3-3-3-3 reps	false
20070314	for time: 30 handstand push-ups 10 pull-ups 20 handstand push-ups 20 pull-ups 10 handstand push-ups 30 pull-ups	false
20070313	five rounds for time of: 45 pound barbell overhead walking lunges, 50 feet 21 burpeeslet trailing knee gently kiss the ground on each lunge.	false
20070312	rest day	false
20070311	three rounds for time of: row 1000 meters 95 lb thruster, 21 reps	false
20070310	split jerk 3-2-2-2-1-1-1-1-1 reps	false
20070309	"""helen""three rounds for time: run 400 meters 1 1/2 pood kettlebell x 21 swings (or 55 pound dumbbell swing) 12 pull-ups"	true
20070308	rest day	false
20070307	three rounds, 50-30- and 20 reps, for time of: double-unders push-ups pull-ups	false
20070306	front squat 3-3-3-3-3 reps	false
20070305	run 5k	false
20070304	rest day	false
20070303	three rounds for time of: row 500 meters bench press body weight, 30 reps	false
20070302	for time: run 800 meters 45 lb one arm dumbbell snatches, alternating arms, 20 reps 45 lb dumbbell squat cleans, 20 reps 100 sit-ups 45 lb dumbbell squat cleans, 20 reps 45 lb one arm dumbbell snatches, alternating arms, 20 reps run 800 meters	false
20070301	back squat 3-3-3-3-3 reps	false
20070430	21-18-15-12-9-6- and 3 rep rounds of: 1 1/2 pood kettlebell swing pull-ups	false
20070429	rest day	false
20070428	"""nancy""five rounds for time of: 400 meter run 95 pound overhead squat, 15 reps"	true
20070427	complete as many rounds as you can in twenty minutes of: 65 pound hang squat clean, 12 reps 7 pull-ups	false
20070426	30 muscle-ups for time	false
20070425	rest day	false
20070424	"""linda""10-9-8-7-6-5-4-3-2-1 reps of the triplet:deadlift: 1 1/2 body weight bench press: body weight clean: 3/4 body weightset up three bars and storm through for time."	true
20070423	for time: 50 wall-ball shots 50 pull-ups 35 wall-ball shots 35 pull-ups 20 wall-ball shots 20 pull-upsuse 20 pound medicine ball launched to a target ten feet above the ground.	false
20070422	overhead squat 3-3-3-3-3 reps	false
20070421	rest day	false
20070420	"""lynne""five rounds for max reps of: body weight bench press pull-ups"	true
20070419	"""michael""three rounds for time of: run 800 meters 50 back extensions 50 sit-ups"	true
20070418	three rounds for time of:  row 500 meters 75 pound hang power snatch, 21 reps	false
20070417	rest day	false
20070416	"""cindy"" complete as many rounds in 20 minutes as you can of: 5 pull-ups 10 push-ups 15 squatsor""mary"" complete as many rounds in 20 minutes as you can of: 5 handstand push-ups 10 one legged squats, alternating 15 pull-ups"	true
20070415	push jerk 5-5-5-5-5  reps	false
20070414	"""helen""three rounds for time: run 400 meters 1 1/2 pood kettlebell x 21 swings (or 55 pound dumbbell swing) 12 pull-ups"	true
20070413	rest day	false
20070412	"""crossfit total""back squat, 1 rep shoulder press, 1 rep deadlift, 1 rep"	true
20070411	run 5k	false
20070410	"""elizabeth""21-15-9 reps of: clean 135 pounds ring dips"	true
20070409	rest day	false
20070408	deadlift 1-1-1-1-1-1-1 reps	false
20070407	15-12, and 9 rep rounds of: back squat handstand push-up	false
20070406	complete as many rounds in 20 minutes as you can of: 65 pound thruster, 10 reps 10 pull-ups	false
20070405	rest day	false
20070404	three rounds for time: 12 muscle-ups 30 back extensions run 400 meters	false
20070403	clean & jerk 1-1-1-1-1-1-1 reps	false
20070402	"""angie""for time: 100 pull-ups 100 push-ups 100 sit-ups 100 squats"	true
20070401	rest day	false
20070531	rest day	false
20070530	three rounds for time of: row 500 meters 50 wall ball shots	false
20070529	ten sprints for time: run 100 meters	false
20070528	complete as many rounds in twenty minutes as you can of: 50 pound weighted pull-ups, 5 reps bodyweight overhead squat, 5 repsscale as needed.	false
20070527	rest day	false
20070526	"""lynne""five rounds for max reps of: body weight bench press pull-ups"	true
20070525	deadlift 1-1-1-1-1-1-1 reps	false
20070524	"""cindy"" complete as many rounds in 20 minutes as you can of: 5 pull-ups 10 push-ups 15 squatsor""mary"" complete as many rounds in 20 minutes as you can of: 5 handstand push-ups 10 one legged squats, alternating 15 pull-ups"	true
20070523	rest day	false
20070522	"""michael""three rounds for time of: run 800 meters 50 back extensions 50 sit-ups"	true
20070521	four rounds for time of:  50 squats  5 muscle-ups	false
20070520	"""nancy""five rounds for time of: 400 meter run 95 pound overhead squat, 15 reps"	true
20070519	rest day	false
20070518	with a continuously running clock do one pull-up the first minute, two pull-ups the second minute, three pull-ups the third minute... continuing as long as you are able.use as many sets each minute as needed.	false
20070517	push press 3-3-3-3-3-3-3 reps	false
20070516	three rounds for time of: walking lunge, 100 ft 50 squats 25 back extensions	false
20070515	rest day	false
20070514	15-12-9 reps of: 155 pound hang power cleans muscle-ups	false
20070513	back squat 5-5-5-5-5 reps	false
20070512	50-40-30-20- and 10 rep rounds of: double unders glute-ham sit-ups back extensions	false
20070511	rest day	false
20070510	five rounds for time of: 95 pound power clean, 21 reps 12 handstand push-ups	false
20070509	"""crossfit total""back squat, 1 rep shoulder press, 1 rep deadlift, 1 rep"	true
20070508	run 10 k	false
20070507	rest day	false
20070506	complete as many rounds as you can in twenty minutes of: 135 pound barbell thruster, 7 reps weighted pull-up, 50 lbs, 7 reps	false
20070505	power snatch 3-3-3-3-3-3-3 reps	false
20070504	complete as many rounds in twenty minutes as you can of: 65 pound barbell thruster, 15 reps 21 jumping pull-ups	false
20070503	rest day	false
20070502	for time: 225 pound deadlift, 21 reps 30 glute-ham sit-ups  225 pound deadlift, 15 reps 20 glute-ham sit-ups 225 pound deadlift, 9 reps 10 glute-ham sit-ups	false
20070501	push press 3-3-3-3-3-3-3 reps	false
20070630	hang power clean 1-1-1-1-1-1-1 reps	false
20070629	"""murph""for time: 1 mile run 100 pull-ups 200 push-ups 300 squats 1 mile runpartition the pull-ups, push-ups, and squats as needed. start and finish with a mile run. if you've got a twenty pound vest or body armor, wear it."	true
20070628	rest day	false
20070627	three rounds for time of: 45 pound thruster, 50 reps 35 pull-ups	false
20070626	run 5k	false
20070625	front squat 1-1-1-1-1-1-1 reps	false
20070624	rest day	false
20070623	"""fran""three rounds, 21-15- and 9 reps, for time of: 95 pound thruster pull-ups"	true
20070622	complete as many rounds as you can in twenty minutes of: 5 box jumps 10 l-pullups 15 knees-to-elbows	false
20070621	"""j.t.""21-15-9 reps of: handstand push-ups ring dips push-ups"	true
20070620	rest day	false
20060719	run 10 k	false
20070618	with a continuously running clock do one pull-up the first minute, two pull-ups the second minute, three pull-ups the third minute... continuing as long as you are able.use as many sets each minute as needed.	false
20070617	21-18-15-12- and 9 rep rounds of: 95 pound deadlift 95 pound hang power clean 95 pound front squat 95 pound push jerk	false
20070616	rest day	false
20070615	overhead squat 3-3-3-3-3 reps	false
20070614	complete as many rounds in 20 minutes as you can of: 15 double-unders 15 burpees 15 box jump 15 ft rope climb, 1 ascent	false
20070613	"""elizabeth""21-15-9 reps of: clean 135 pounds ring dips"	true
20070612	rest day	false
20070611	back squat 3-3-3-3-3 reps	false
20070610	run 5k	false
20070609	"""diane""21-15-9 reps of: 225 pound deadlift handstand push-ups"	true
20070608	rest day	false
20070607	five rounds for time of: run 400 meters 65 pound thruster, 30 reps	false
20070606	"""angie""for time: 100 pull-ups 100 push-ups 100 sit-ups 100 squats"	true
20070605	snatch 1-1-1-1-1-1-1 reps	false
20070604	rest day	false
20070603	30 muscle-ups for time	false
20070602	five rounds for time of: 25 wallball shots, 20 pound ball - 10 foot target 30 pull-ups	false
20070601	"""crossfit total""back squat, 1 rep shoulder press, 1 rep deadlift, 1 rep"	true
20070731	for time: run 800 meters 40 l pull-ups run 800 meters 40 strict pull-ups run 800 meters 40 kipping pull-ups	false
20070730	rest day	false
20070729	five rounds for time of: run 400 meters 25 back extensions	false
20070728	complete as many rounds in 20 minutes as you can of: 10 l-pull-ups 15 glute-ham developer sit-ups	false
20070727	"""linda""10-9-8-7-6-5-4-3-2-1 reps of the triplet:deadlift: 1 1/2 body weight bench press: body weight clean: 3/4 body weightset up three bars and storm through for time."	true
20070726	rest day	false
20070725	run 5k	false
20070724	push jerk 3-3-3-3-3-3-3 reps	false
20070723	"""helen""three rounds for time: run 400 meters 1 1/2 pood kettlebell x 21 swings (or 55 pound dumbbell swing) 12 pull-ups"	true
20070722	rest day	false
20070721	"""fight gone bad!""three rounds of: wall-ball, 20 pound ball, 10 ft target (reps) sumo deadlift high-pull, 75 pounds (reps) box jump, 20"" box (reps) push-press, 75 pounds (reps) row (calories)in this workout you move from each of five stations after a minute.the clock does not reset or stop between exercises. this is a five-minute round from which a one-minute break is allowed before repeating. on call of ""rotate"", the athletes must move to next station immediately for best score. one point is given for each rep, except on the rower where each calorie is one point."	true
20070720	front squat 5-5-5-5-5 reps	false
